fecha,url_autor,tiempo_lectura,titulo,subtitulo,aplausos,respuestas,url leer mas
16/06/2020,https://medium.com/@jozzeh,3 min read,"React, Vue & Svelte on one page with Micro Frontends",-,59,0 responses,https://medium.com/swlh/react-vue-svelte-on-one-page-with-micro-frontends-f740b3ee6979?source=collection_archive---------64-----------------------
16/06/2020,https://medium.com/@ferryhoes,6 min read,You’ve Forgotten How to be Human,What it means to be human and how not to be a robot.,51,0 responses,https://medium.com/swlh/youve-forgotten-how-to-be-human-5aa254bbb234?source=collection_archive---------65-----------------------
16/06/2020,https://medium.com/@m-dixit2,7 min read,The Role of Leaders and Interpersonal Influence in Benefiting Employees and Organisations,-,106,0 responses,https://medium.com/swlh/the-role-of-leaders-and-interpersonal-influence-in-benefiting-employees-and-organisations-cd12882201b8?source=collection_archive---------66-----------------------
16/06/2020,https://medium.com/@Mohamed.ahmed,4 min read,Enforce Pod Security Policies In Kubernetes Using OPA,-,68,0 responses,https://medium.com/swlh/enforce-pod-security-policies-in-kubernetes-using-opa-dc10a3696b8e?source=collection_archive---------67-----------------------
16/06/2020,https://medium.com/@jeremyinelysium,4 min read,5 Reasons Why the Post-it Will Jack up Your Productivity,How a simple sticky note can create a…,180,0 responses,https://medium.com/swlh/5-reasons-why-the-post-it-will-jack-up-your-productivity-11c086971eb0?source=collection_archive---------68-----------------------
16/06/2020,https://medium.com/@guptamansi742,4 min read,Building An Application With Electron.js — Part 2,THE STEP-BY-STEP GUIDE,57,1 response,https://medium.com/swlh/building-an-application-with-electron-js-part-2-e62c23e4eb69?source=collection_archive---------69-----------------------
16/06/2020,https://medium.com/@ann.mooney,9 min read,The 5 Common Mistakes When Building Software,Common mistakes such as setting an unrealistic budget…,94,0 responses,https://medium.com/swlh/the-5-common-mistakes-when-building-software-2e5b00030cfd?source=collection_archive---------70-----------------------
16/06/2020,https://medium.com/@hjemmel,5 min read,Gmail filters as a code,-,125,0 responses,https://medium.com/swlh/gmail-filters-as-a-code-670fd719f473?source=collection_archive---------71-----------------------
16/06/2020,https://medium.com/@kaustubh_dixit,6 min read,Reinforcement Learning: Multi-armed Bandits,A brief insight into the multi-armed bandit problem with a…,105,0 responses,https://medium.com/swlh/reinforcement-learning-multi-armed-bandits-7d8c8b6aed12?source=collection_archive---------72-----------------------
16/06/2020,https://medium.com/@athakar,7 min read,Technology is Waiting for Us to Grow Up,Advancements in AI/Quantum awaiting advancements in…,50,0 responses,https://medium.com/swlh/technology-is-waiting-for-us-to-grow-up-27be7c37114a?source=collection_archive---------73-----------------------
16/06/2020,https://medium.com/@ts1829,12 min read,Introduction to LSTMs and neural network text generation,-,54,0 responses,https://medium.com/swlh/introduction-to-lstms-and-neural-network-text-generation-bd47adaf55fe?source=collection_archive---------74-----------------------
16/06/2020,https://medium.com/@ndisisnd,5 min read,4 Things You Can Do to Stay Productive During WFH,"Productivity starts from being accountable, even…",5,0 responses,https://medium.com/swlh/4-things-you-can-do-to-stay-productive-during-wfh-5cd920bfb1cb?source=collection_archive---------75-----------------------
16/06/2020,https://medium.com/@thedude,2 min read,Tableau and the MySQL Connector,"Every now and then, there’s a change on our Tableau Server that makes…",52,0 responses,https://medium.com/swlh/tableau-and-the-mysql-connector-e9d0724ab8d7?source=collection_archive---------76-----------------------
16/06/2020,https://medium.com/@thei2ocketguy,8 min read,Wernher von Braun: Expanding the Boundaries of Possibility,-,103,0 responses,https://medium.com/swlh/werhner-von-braun-expanding-the-boundaries-of-human-possibility-12a4ed6227a0?source=collection_archive---------77-----------------------
16/06/2020,https://medium.com/@rominacornejoescudero,6 min read,The COO of Facebook Is Telling Us to Sit At The Table,An explanation on why we have too few female…,730,2 responses,https://medium.com/swlh/the-coo-of-facebook-is-telling-us-to-sit-at-the-table-6f41c05d877f?source=collection_archive---------78-----------------------
16/06/2020,https://medium.com/@yousifalraheem,5 min read,Up your npm game with these 4 practices,-,88,0 responses,https://medium.com/swlh/up-your-npm-game-with-these-4-practices-ecf2cfb0a3f8?source=collection_archive---------79-----------------------
16/06/2020,https://medium.com/@andjelicaaa,5 min read,From Assets to Brands,-,54,0 responses,https://medium.com/swlh/from-assets-to-brands-411b199579e3?source=collection_archive---------80-----------------------
16/06/2020,https://medium.com/@rebecca-ap-rosenberg,5 min read,An Explanation of What the Heck is Going On: Ruby Classes and the Has-Many-Through Relationship,-,95,0 responses,https://medium.com/swlh/an-explanation-of-what-the-heck-is-going-on-ruby-classes-and-the-has-many-through-relationship-5a5b16e79379?source=collection_archive---------81-----------------------
16/06/2020,https://medium.com/@ryanfan,4 min read,Make Your Writing Engaging,Be engaged in the writing process to keep readers engaged.,656,4 responses,https://medium.com/swlh/make-your-writing-engaging-89218358e273?source=collection_archive---------82-----------------------
16/06/2020,https://medium.com/@ruwanyatawara,5 min read,MySQL Tips and Tricks for Better performance,-,83,0 responses,https://medium.com/swlh/mysql-tips-and-tricks-for-better-performance-15fab69ea818?source=collection_archive---------83-----------------------
16/06/2020,https://medium.com/@piu.mallick,6 min read,Algorithms — Part I,-,61,1 response,https://medium.com/swlh/algorithms-part-i-e98c25273e9a?source=collection_archive---------84-----------------------
16/06/2020,https://medium.com/@MarkWLamplughJr,5 min read,Marketing Your Business in a Post-COVID-19 World,-,38,0 responses,https://medium.com/swlh/marketing-your-business-in-a-post-covid-19-world-fca05cbd1d88?source=collection_archive---------85-----------------------
16/06/2020,https://medium.com/@khahn.madole,3 min read,"Police, Antifa, and Gender: Word Frequency Analysis of the Coverage of #BlackLivesMatter Protests",-,51,0 responses,https://medium.com/swlh/police-antifa-and-gender-word-frequency-analysis-of-the-coverage-of-blacklivesmatter-protests-1dbe20a03700?source=collection_archive---------86-----------------------
16/06/2020,https://medium.com/@rachel-nixon,4 min read,Editing And Proofreading: An Introductory Reading List,Books and other resources if you’re interested…,174,1 response,https://medium.com/swlh/editing-and-proofreading-an-introductory-reading-list-269c12e870ce?source=collection_archive---------87-----------------------
16/06/2020,https://medium.com/@rodrigue-chakode,7 min read,A RESTful API for handling contact forms on Hugo static websites,Deploy in minutes on Google App…,64,0 responses,https://medium.com/swlh/a-generic-restful-handler-for-contact-forms-on-hugo-static-websites-3aec6b3466a0?source=collection_archive---------88-----------------------
16/06/2020,https://medium.com/@joannahenderson,5 min read,How to Turn Your Struggles into Building a Successful Brand,"No one is perfect, and your past doesn’t…",624,3 responses,https://medium.com/swlh/how-to-turn-your-struggles-into-building-a-successful-brand-9d2ec2f5bb7a?source=collection_archive---------89-----------------------
16/06/2020,https://medium.com/@bell-brandon0,7 min read,5 Simple Steps That Will Help You to Start Writing More Consistently,How to become a writing…,137,1 response,https://medium.com/swlh/5-simple-steps-that-will-help-you-to-start-writing-more-consistently-d429393193c4?source=collection_archive---------90-----------------------
16/06/2020,https://medium.com/@jtroppello,7 min read,How to Cultivate Your Social Capital,Your social media network equals net worth,14,0 responses,https://medium.com/swlh/how-to-cultivate-your-social-capital-38807cc04f27?source=collection_archive---------91-----------------------
16/06/2020,https://medium.com/@john.hall_33162,10 min read,Business Models Must Be Built With Greater Resilience,Startups that shortcut the initial testing phase…,1,0 responses,https://medium.com/swlh/business-models-must-be-built-with-greater-resilience-efa249dc0b3c?source=collection_archive---------92-----------------------
16/06/2020,https://medium.com/@codydebos,4 min read,Boston Dynamics’ Spot robot is finally on sale to the public,-,82,1 response,https://medium.com/swlh/boston-dynamics-spot-robot-is-finally-on-sale-to-the-public-e41f411e5ae6?source=collection_archive---------93-----------------------
16/06/2020,https://medium.com/@rahulpathak96,4 min read,"The World is Data Rich, But Information Poor!","Data is the new oil, Introductory to Data Mining !!!",106,0 responses,https://medium.com/swlh/the-world-is-data-rich-but-information-poor-a9ea3e36e9e5?source=collection_archive---------94-----------------------
16/06/2020,https://medium.com/@petesena,8 min read,Ever Wonder What Fighter Pilots and Unicorn Startup Founders Have in Common?,-,50,0 responses,https://medium.com/swlh/ever-wonder-what-fighter-pilots-and-unicorn-startup-founders-have-in-common-83e5abc2fb6e?source=collection_archive---------95-----------------------
16/06/2020,https://medium.com/@JackHeimbigner,6 min read,The Core Focuses You Need to Adopt for Work From Home,Essential Elements To Increase Your Productivity,300,0 responses,https://medium.com/swlh/the-core-focuses-you-need-to-adopt-for-work-from-home-c6fc11dc8a2c?source=collection_archive---------96-----------------------
16/06/2020,https://medium.com/@jess.golding,4 min read,What I learned about communication from a virtual Zoom workout,-,55,0 responses,https://medium.com/swlh/what-i-learned-about-communication-from-a-virtual-zoom-workout-9a9a71f8b1a7?source=collection_archive---------97-----------------------
16/06/2020,https://medium.com/@rogerio_oliveira,5 min read,JavaScript Composed Factory Functions: reference mistake,In today’s topic I will cover a problem which…,52,0 responses,https://medium.com/swlh/javascript-composed-factory-functions-reference-mistake-9884ae734d03?source=collection_archive---------98-----------------------
16/06/2020,https://medium.com/@richardkfox,5 min read,"You Finished Your First Book, Now What?",The most important thing to do before publishing,52,0 responses,https://medium.com/swlh/you-finished-your-first-book-now-what-c27be352ec2a?source=collection_archive---------99-----------------------
16/06/2020,https://medium.com/@suzanbond,4 min read,So You Want to Hire an Exec Coach,The two most important things to consider.,175,0 responses,https://medium.com/swlh/so-you-want-to-hire-an-exec-coach-13b62ec12bbc?source=collection_archive---------100-----------------------
16/06/2020,https://medium.com/@lenabarrett,5 min read,"What I Learned From Writing 50,000 Useless Words",Writing a first draft and hating it was still a…,138,0 responses,https://medium.com/swlh/what-i-learned-from-writing-50-000-useless-words-d96cd8b2b160?source=collection_archive---------101-----------------------
16/06/2020,https://medium.com/@jrdev_,6 min read,How to Write a Cover Letter to Land Your First Dev Job,Break into the industry quicker with these…,51,0 responses,https://medium.com/swlh/how-to-write-a-cover-letter-to-land-your-first-dev-job-d6d31a268089?source=collection_archive---------102-----------------------
